,Bad Battery,Empty Fuel,Empty Gauge,No Start
30666,False,False,False,False
30667,False,False,False,True
30668,False,False,False,False
30669,False,False,True,False
30670,False,True,True,False
30671,True,False,True,False
30672,False,False,True,False
30673,False,False,False,False
30674,False,False,False,False
30675,False,False,False,False
30676,False,False,False,False
30677,False,False,False,True
30678,False,False,False,False
30679,True,True,True,True
30680,False,False,False,False
30681,False,False,False,True
30682,False,False,False,False
30683,False,True,True,False
30684,False,False,False,False
30685,False,False,False,True
30686,False,True,True,True
30687,False,True,False,True
30688,False,False,False,True
30689,False,False,True,False
30690,True,True,True,True
30691,False,False,False,False
30692,False,False,True,False
30693,False,True,True,False
30694,False,False,False,False
30695,False,False,False,False
30696,False,False,False,False
30697,False,False,False,False
30698,False,True,True,True
30699,False,False,False,False
30700,False,False,True,False
30701,True,False,False,True
30702,False,False,False,False
30703,False,False,False,True
30704,False,False,False,False
30705,False,False,False,False
30706,False,False,False,False
30707,False,False,False,False
30708,False,False,False,False
30709,False,False,False,False
30710,False,False,False,False
30711,False,False,False,False
30712,True,False,False,True
30713,False,False,False,False
30714,False,False,True,False
30715,True,False,False,True
30716,False,False,False,True
30717,False,False,False,False
30718,False,True,True,False
30719,False,False,False,False
30720,False,False,False,False
30721,True,False,False,False
30722,False,False,False,False
30723,False,True,True,True
30724,False,False,False,False
30725,False,False,True,False
30726,False,True,True,True
30727,False,False,False,False
30728,False,True,True,True
30729,False,False,False,False
30730,False,False,False,False
30731,False,False,False,False
30732,True,False,True,True
30733,False,False,False,False
30734,False,False,True,True
30735,True,False,False,True
30736,False,False,False,False
30737,False,False,False,False
30738,False,False,False,False
30739,True,False,True,False
30740,False,True,True,False
30741,False,False,False,False
30742,False,False,False,False
30743,True,False,False,False
30744,False,False,False,False
30745,False,False,False,False
30746,False,True,True,True
30747,False,False,False,False
30748,True,False,True,True
30749,False,False,False,False
30750,False,False,False,False
30751,False,True,True,False
30752,False,False,False,False
30753,False,False,False,False
30754,False,False,False,False
30755,False,False,False,False
30756,False,False,False,False
30757,False,True,True,True
30758,False,False,False,False
30759,False,False,False,False
30760,False,False,False,False
30761,False,False,False,False
30762,False,False,False,False
30763,False,False,False,False
30764,False,False,False,False
30765,False,False,True,False
30766,False,False,False,False
30767,False,False,False,False
30768,False,False,False,False
30769,False,False,False,False
30770,False,False,False,False
30771,False,False,False,False
30772,False,False,False,False
30773,True,False,False,True
30774,False,False,False,False
30775,True,False,True,True
30776,False,False,False,False
30777,False,True,True,False
30778,False,False,False,True
30779,False,False,False,False
30780,False,False,False,False
30781,False,False,True,False
30782,False,False,False,False
30783,False,False,False,False
30784,False,False,False,False
30785,False,False,False,False
30786,False,False,False,False
30787,False,True,True,True
30788,False,False,False,False
30789,False,False,False,False
30790,False,False,True,False
30791,False,True,True,True
30792,True,True,False,True
30793,False,False,False,True
30794,False,True,True,True
30795,False,False,False,False
30796,False,False,False,False
30797,True,False,False,True
30798,False,False,False,False
30799,False,False,False,True
30800,False,False,False,False
30801,False,False,False,False
30802,False,False,False,False
30803,False,False,False,False
30804,False,False,False,False
30805,False,False,False,False
30806,False,True,True,False
30807,False,True,False,False
30808,False,False,False,False
30809,False,True,True,False
30810,False,False,False,False
30811,False,False,False,False
30812,False,True,True,False
30813,False,False,False,False
30814,False,True,True,True
30815,False,False,False,False
30816,False,False,False,False
30817,False,False,False,False
30818,False,False,False,False
30819,True,False,False,True
30820,False,False,False,False
30821,False,False,False,False
30822,False,True,False,True
30823,False,True,False,True
30824,True,False,False,True
30825,False,False,False,False
30826,True,False,False,True
30827,False,False,False,False
30828,False,False,False,False
30829,False,False,False,False
30830,False,True,True,True
30831,False,False,False,False
30832,False,True,False,False
30833,False,False,False,False
30834,False,False,False,False
30835,False,True,False,True
30836,False,False,False,False
30837,False,False,False,False
30838,False,False,False,False
30839,False,False,True,True
30840,True,False,False,True
30841,True,False,True,True
30842,False,True,True,True
30843,False,False,False,False
30844,False,False,False,False
30845,False,False,False,False
30846,False,False,False,False
30847,False,False,True,False
30848,False,False,False,False
30849,False,False,False,False
30850,False,False,False,False
30851,False,False,False,False
30852,True,False,False,True
30853,False,False,False,True
30854,False,False,False,False
30855,False,True,True,True
30856,False,False,False,False
30857,False,True,True,True
30858,False,False,False,False
30859,False,False,False,False
30860,False,True,False,False
30861,False,False,False,False
30862,False,False,False,False
30863,False,False,False,False
30864,False,False,False,False
30865,False,False,False,False
30866,False,False,False,False
30867,False,True,False,False
30868,False,False,False,False
30869,False,False,False,False
30870,False,True,True,True
30871,False,False,False,False
30872,False,False,False,False
30873,False,False,True,False
30874,False,False,False,False
30875,False,False,False,False
30876,False,False,False,False
30877,False,False,False,False
30878,False,False,False,False
30879,False,False,False,False
30880,False,False,False,False
30881,False,True,True,True
30882,False,False,False,False
30883,False,False,False,False
30884,False,False,False,False
30885,True,False,True,True
30886,False,False,False,False
30887,False,False,False,False
30888,False,True,True,True
30889,False,False,False,False
30890,False,False,False,False
30891,False,False,False,False
30892,True,False,False,False
30893,False,False,False,False
30894,False,False,False,False
30895,False,False,False,False
30896,False,False,False,False
30897,False,False,False,False
30898,False,True,True,True
30899,False,False,False,False
30900,False,True,True,True
30901,False,False,False,True
30902,True,True,True,True
30903,False,False,False,False
30904,False,False,False,False
30905,False,False,False,False
30906,True,False,False,True
30907,False,False,False,False
30908,False,False,False,False
30909,False,False,False,False
30910,False,False,True,False
30911,False,False,False,True
30912,False,False,False,False
30913,False,False,False,False
30914,False,False,False,True
30915,False,False,True,False
30916,False,True,True,True
30917,False,False,False,False
30918,False,True,True,True
30919,False,False,False,False
30920,False,True,True,True
30921,False,False,False,False
30922,False,False,False,False
30923,False,False,False,False
30924,False,False,False,False
30925,False,False,False,False
30926,False,False,False,False
30927,False,False,False,False
30928,False,False,False,False
30929,False,False,False,False
30930,False,False,False,False
30931,False,False,False,False
30932,False,False,False,False
30933,False,False,False,True
30934,True,False,False,True
30935,False,False,False,False
30936,False,False,False,False
30937,False,False,False,False
30938,False,False,False,False
30939,False,False,False,False
30940,True,True,False,True
30941,False,False,False,False
30942,True,False,False,True
30943,False,False,False,False
30944,False,False,False,False
30945,False,False,True,False
30946,False,False,False,False
30947,False,False,True,False
30948,False,True,True,True
30949,False,True,True,True
30950,False,False,False,False
30951,False,True,False,False
30952,False,False,True,False
30953,False,False,False,False
30954,False,False,False,False
30955,True,False,True,True
30956,False,False,False,False
30957,False,False,False,False
30958,True,False,True,True
30959,True,False,False,True
30960,False,False,False,False
30961,False,False,False,False
30962,False,False,False,False
30963,False,True,True,True
30964,False,False,False,False
30965,False,True,True,False
30966,False,False,False,False
30967,False,True,True,True
30968,False,False,False,False
30969,False,True,True,True
30970,False,False,False,False
30971,True,False,False,True
30972,False,False,False,False
30973,False,False,False,False
30974,False,True,True,False
30975,False,False,False,False
30976,False,False,False,False
30977,False,False,False,False
30978,False,False,False,False
30979,False,False,False,False
30980,False,False,False,False
30981,False,True,True,False
30982,False,False,False,False
30983,True,False,False,True
30984,False,False,False,False
30985,False,False,False,False
30986,False,True,True,True
30987,False,False,False,False
30988,False,False,False,False
30989,False,True,True,True
30990,False,False,True,False
30991,False,True,True,True
30992,False,True,True,True
30993,False,False,False,False
30994,False,False,False,False
30995,False,True,True,True
30996,False,False,False,False
30997,False,True,True,True
30998,False,False,False,False
30999,False,False,True,False
31000,False,False,False,False
31001,False,False,False,False
31002,False,False,True,False
31003,False,False,False,False
31004,False,False,False,False
31005,False,False,False,False
31006,False,False,False,False
31007,False,True,True,True
31008,False,False,False,False
31009,False,False,False,False
31010,False,True,False,True
31011,False,False,True,False
31012,False,False,False,False
31013,True,False,False,True
31014,False,False,False,False
31015,False,False,False,False
31016,False,False,False,False
31017,False,False,True,False
31018,False,False,False,False
31019,False,True,False,True
31020,False,False,True,False
31021,False,False,False,False
31022,False,False,False,False
31023,False,False,False,True
31024,False,False,False,False
31025,False,False,False,False
31026,False,True,True,True
31027,False,False,False,False
31028,False,False,True,False
31029,False,False,False,False
31030,False,False,False,False
31031,True,False,False,True
31032,False,True,True,True
31033,False,False,False,False
31034,False,True,True,True
31035,False,False,False,False
31036,False,False,False,False
31037,False,True,True,True
31038,False,False,False,False
31039,False,False,False,False
31040,False,True,True,False
31041,False,True,True,False
31042,False,True,True,False
31043,False,False,False,False
31044,True,True,True,True
31045,False,False,False,False
31046,False,False,False,False
31047,True,False,False,True
31048,False,False,False,False
31049,False,False,False,False
31050,True,False,False,True
31051,False,False,False,False
31052,False,False,False,False
31053,False,False,False,True
31054,False,False,False,False
31055,False,False,False,False
31056,False,False,False,False
31057,False,False,True,True
31058,False,False,False,False
31059,False,False,False,True
31060,False,False,False,False
31061,False,False,False,False
31062,False,False,False,False
31063,False,False,True,False
31064,False,False,False,False
31065,True,False,False,True
31066,False,False,False,False
31067,False,False,False,False
31068,False,False,False,False
31069,False,False,False,False
31070,False,False,False,True
31071,False,False,False,False
31072,False,False,False,False
31073,False,False,False,False
31074,False,False,False,False
31075,False,False,False,False
31076,False,False,False,False
31077,False,False,False,False
31078,False,True,True,True
31079,False,True,True,True
31080,False,False,False,False
31081,False,False,False,False
31082,False,False,False,False
31083,False,False,False,False
31084,True,False,True,True
31085,False,False,False,False
31086,False,False,True,False
31087,False,True,False,True
31088,False,False,False,False
31089,False,False,False,True
31090,True,False,False,True
31091,False,False,False,False
31092,False,False,False,False
31093,False,True,True,False
31094,False,False,False,False
31095,False,False,False,False
31096,False,False,True,False
31097,False,False,False,False
31098,False,False,False,True
31099,False,True,True,True
31100,False,False,False,False
31101,False,False,False,False
31102,True,False,True,False
31103,False,False,False,True
31104,False,False,False,False
31105,False,True,False,False
31106,False,False,False,False
31107,False,False,True,False
31108,False,False,False,False
31109,False,False,False,False
31110,False,False,False,False
31111,False,False,False,False
31112,False,False,False,False
31113,False,True,True,True
31114,False,True,False,True
31115,False,False,False,False
31116,True,False,False,False
31117,False,False,True,True
31118,False,False,False,False
31119,False,False,False,False
31120,False,True,False,False
31121,False,False,True,False
31122,False,False,False,False
31123,False,False,False,False
31124,False,False,False,True
31125,False,False,False,False
31126,False,False,False,False
31127,False,True,True,True
31128,False,True,True,True
31129,False,True,True,True
31130,True,False,False,True
31131,False,False,False,False
31132,False,False,True,False
31133,False,False,False,False
31134,False,True,True,True
31135,True,False,False,True
31136,False,False,False,False
31137,False,False,False,False
31138,False,False,False,False
31139,True,False,False,False
31140,False,False,False,False
31141,False,True,False,True
31142,False,False,False,False
31143,False,False,False,False
31144,False,False,False,False
31145,False,False,False,False
31146,False,False,False,False
31147,False,False,False,False
31148,False,False,False,False
31149,False,False,False,False
31150,False,True,True,True
31151,False,False,True,False
31152,True,False,False,True
31153,False,True,False,True
31154,False,False,False,False
31155,True,False,False,True
31156,False,False,False,False
31157,False,False,False,False
31158,False,False,False,False
31159,False,False,False,False
31160,False,True,True,True
31161,False,False,False,False
31162,False,False,False,False
31163,False,True,True,True
31164,False,True,True,True
31165,False,False,False,True
31166,False,True,True,True
31167,True,False,True,True
31168,False,False,False,False
31169,False,False,False,False
31170,False,False,False,True
31171,False,False,False,False
31172,False,False,False,False
31173,False,False,False,False
31174,False,False,False,False
31175,True,False,False,True
31176,False,False,False,False
31177,False,False,False,False
31178,True,False,False,True
31179,False,True,False,True
31180,False,True,True,True
31181,False,True,True,False
31182,False,False,False,False
31183,False,False,False,False
31184,False,False,False,False
31185,False,False,False,False
31186,False,False,False,False
31187,False,False,False,False
31188,False,False,False,True
31189,False,True,False,True
31190,False,False,True,True
31191,False,False,False,False
31192,False,False,False,False
31193,False,False,False,False
31194,False,False,True,False
31195,False,False,False,False
31196,False,True,True,True
31197,False,True,True,True
31198,False,False,True,False
31199,False,False,False,False
31200,False,False,True,False
31201,False,True,True,True
31202,False,False,False,False
31203,True,False,False,True
31204,False,False,False,True
31205,True,False,False,True
31206,False,False,False,False
31207,False,True,True,True
31208,False,False,False,False
31209,False,False,False,False
31210,False,False,False,False
31211,False,False,False,False
31212,False,True,True,True
31213,False,False,False,False
31214,False,False,False,False
31215,False,True,True,False
31216,False,False,False,False
31217,False,False,False,False
31218,True,False,False,True
31219,False,False,False,False
31220,False,False,False,False
31221,True,False,True,True
31222,False,True,False,True
31223,False,False,False,True
31224,True,False,True,False
31225,False,False,False,False
31226,False,True,True,True
31227,False,True,False,True
31228,False,True,False,True
31229,False,False,False,False
31230,True,True,True,True
31231,False,False,False,True
31232,False,False,False,False
31233,False,False,False,False
31234,False,False,False,False
31235,False,False,False,False
31236,False,False,False,False
31237,False,False,False,False
31238,False,False,False,False
31239,True,False,False,True
31240,False,False,False,False
31241,False,False,False,False
31242,False,False,False,False
31243,False,False,True,True
31244,True,False,False,True
31245,False,False,False,False
31246,False,True,True,False
31247,True,True,True,True
31248,False,False,False,False
31249,False,False,False,False
31250,False,False,False,False
31251,False,True,True,True
31252,False,False,False,True
31253,True,False,False,True
31254,False,False,False,True
31255,False,False,False,False
31256,False,False,False,False
31257,False,False,True,True
31258,False,False,False,False
31259,False,False,False,False
31260,False,False,False,False
31261,False,False,False,False
31262,False,False,False,False
31263,False,False,False,False
31264,False,False,False,False
31265,False,True,True,True
31266,True,False,False,False
31267,False,False,False,False
31268,False,False,False,False
31269,False,False,False,False
31270,False,False,False,False
31271,False,False,False,False
31272,False,False,False,False
31273,False,False,False,False
31274,False,False,False,False
31275,True,False,False,False
31276,True,False,False,False
31277,False,False,False,True
31278,False,False,False,False
31279,True,False,True,True
31280,False,False,False,False
31281,False,False,False,False
31282,False,True,True,True
31283,False,False,False,False
31284,True,False,False,True
31285,False,False,True,False
31286,True,False,False,True
31287,False,False,False,False
31288,True,False,True,True
31289,False,False,False,False
31290,False,False,False,False
31291,False,True,True,True
31292,False,False,True,False
31293,True,False,False,True
31294,False,True,True,True
31295,False,False,False,False
31296,False,False,False,False
31297,False,False,False,False
31298,False,False,False,False
31299,True,False,True,True
31300,False,False,False,False
31301,False,False,True,False
31302,False,False,True,False
31303,False,False,False,False
31304,False,False,False,False
31305,False,False,False,False
31306,False,False,False,False
31307,False,False,False,True
31308,False,False,False,False
31309,False,True,True,True
31310,False,False,False,True
31311,False,False,False,False
31312,True,False,True,True
31313,False,False,False,False
31314,True,False,False,True
31315,True,True,True,True
31316,False,True,True,True
31317,False,False,False,True
31318,True,True,True,True
31319,False,False,True,False
31320,False,False,False,False
31321,False,True,False,True
31322,False,True,True,True
31323,False,False,False,False
31324,False,False,True,False
31325,False,False,False,False
31326,False,False,False,False
31327,False,False,False,True
31328,False,False,False,False
31329,False,False,False,True
31330,False,False,False,False
31331,False,False,False,False
31332,False,True,False,True
31333,False,False,False,False
31334,False,False,False,False
31335,False,True,True,True
31336,False,True,True,True
31337,True,False,False,True
31338,False,False,False,False
31339,False,False,False,False
31340,False,False,False,False
31341,False,False,False,False
31342,False,False,False,False
31343,False,False,False,False
31344,False,False,False,False
31345,False,False,False,False
31346,False,False,False,False
31347,False,True,False,True
31348,True,False,False,True
31349,False,False,True,False
31350,True,True,True,True
31351,True,False,False,True
31352,False,False,False,False
31353,False,False,False,False
31354,False,False,True,False
31355,False,False,False,False
31356,True,False,True,True
31357,False,False,False,False
31358,False,False,False,False
31359,False,False,False,False
31360,False,False,False,False
31361,False,False,False,False
31362,False,True,True,True
31363,False,False,False,False
31364,True,False,True,True
31365,False,False,True,False
31366,False,False,False,False
31367,False,True,False,True
31368,False,False,False,False
31369,False,False,False,False
31370,False,False,False,False
31371,False,True,True,True
31372,False,False,False,False
31373,False,False,False,False
31374,False,True,True,True
31375,False,False,False,False
31376,False,False,False,False
31377,False,False,False,False
31378,False,False,False,False
31379,False,True,True,False
31380,False,True,True,True
31381,True,False,False,True
31382,False,False,False,False
31383,False,False,False,False
31384,False,False,False,False
31385,False,True,True,False
31386,False,False,False,True
31387,False,False,False,False
31388,False,False,False,False
31389,False,False,False,False
31390,False,False,False,False
31391,False,False,False,False
31392,False,False,False,False
31393,False,True,True,True
31394,False,False,False,False
31395,False,False,False,False
31396,False,False,False,False
31397,False,False,False,False
31398,False,True,False,True
31399,False,False,False,False
31400,False,False,False,False
31401,False,False,False,False
31402,False,False,False,False
31403,False,False,True,False
31404,False,False,False,True
31405,False,False,False,False
31406,False,False,False,False
31407,True,False,False,True
31408,False,False,False,False
31409,False,True,True,True
31410,False,False,False,False
31411,False,False,False,True
31412,False,True,True,False
31413,False,False,False,False
31414,False,False,False,False
31415,False,False,False,False
31416,False,False,False,False
31417,False,False,False,False
31418,False,False,False,False
31419,False,False,True,False
31420,False,False,False,False
31421,True,False,True,True
31422,True,False,False,True
31423,False,False,False,False
31424,False,False,False,False
31425,False,False,True,False
31426,False,False,False,False
31427,True,False,False,True
31428,False,False,False,False
31429,False,False,False,False
31430,False,False,False,False
31431,False,False,False,False
31432,False,False,False,False
31433,False,False,False,True
31434,False,True,True,True
31435,False,False,False,False
31436,False,False,False,False
31437,False,False,False,False
31438,False,False,False,False
31439,False,False,True,False
31440,False,False,False,False
31441,False,False,False,False
31442,False,True,False,True
31443,False,False,False,False
31444,False,False,False,False
31445,False,False,False,False
31446,False,False,False,False
31447,True,False,False,True
31448,False,True,True,True
31449,False,False,False,False
31450,False,False,False,False
31451,False,False,False,False
31452,False,False,False,False
31453,False,False,False,False
31454,False,False,False,False
31455,False,False,False,False
31456,False,True,True,True
31457,False,False,False,False
31458,False,False,False,False
31459,False,True,True,True
31460,False,False,False,False
31461,False,False,False,True
31462,False,True,True,True
31463,False,False,False,True
31464,False,False,False,False
31465,False,False,False,False
31466,False,False,False,False
31467,False,False,False,False
31468,False,False,False,False
31469,False,False,False,False
31470,True,False,False,True
31471,False,False,False,False
31472,False,True,True,True
31473,False,False,False,False
31474,False,False,False,False
31475,False,False,False,False
31476,False,True,False,True
31477,False,False,True,False
31478,False,False,False,True
31479,False,True,False,False
31480,False,True,True,True
31481,True,True,True,True
31482,False,False,False,False
31483,False,False,False,False
31484,False,False,False,False
31485,False,False,False,False
31486,False,False,False,False
31487,False,False,False,False
31488,False,False,False,False
31489,False,False,False,False
31490,False,False,False,False
31491,False,False,False,False
31492,False,False,False,False
31493,True,False,True,True
31494,False,False,False,False
31495,False,False,False,False
31496,False,False,False,False
31497,False,False,False,False
31498,False,False,False,False
31499,True,False,False,True
31500,False,True,True,True
31501,False,True,True,True
31502,False,False,False,False
31503,False,False,False,False
31504,False,True,True,True
31505,False,True,True,True
31506,False,False,True,True
31507,False,False,False,False
31508,False,False,False,False
31509,False,False,False,True
31510,False,False,False,False
31511,False,False,False,False
31512,False,True,True,True
31513,False,False,False,False
31514,True,False,False,True
31515,True,False,False,True
31516,True,False,False,True
31517,True,False,False,True
31518,False,True,True,True
31519,False,False,False,False
31520,False,False,True,True
31521,False,False,False,False
31522,False,False,False,False
31523,False,False,True,False
31524,False,False,False,False
31525,False,False,False,False
31526,False,False,False,True
31527,False,True,True,True
31528,False,False,False,False
31529,False,False,False,False
31530,False,True,True,False
31531,False,False,False,False
31532,False,False,False,False
31533,False,False,False,False
31534,False,True,True,True
31535,False,False,False,True
31536,False,False,False,False
31537,False,False,False,False
31538,False,False,False,False
31539,False,False,False,False
31540,False,True,False,True
31541,False,False,True,False
31542,False,False,False,False
31543,False,True,True,True
31544,False,False,False,False
31545,False,False,False,False
31546,False,False,False,False
31547,False,False,False,False
31548,False,False,False,False
31549,False,False,False,False
31550,False,False,False,False
31551,False,False,False,False
31552,False,False,False,False
31553,False,False,False,False
31554,False,False,False,False
31555,False,False,False,False
31556,False,False,False,False
31557,False,False,False,False
31558,False,False,False,False
31559,False,False,False,False
31560,False,False,False,True
31561,False,False,False,False
31562,False,False,False,False
31563,False,True,True,False
31564,False,False,False,False
31565,False,False,False,False
31566,False,False,False,False
31567,False,False,False,True
31568,False,False,False,False
31569,False,False,True,False
31570,False,False,False,True
31571,False,True,True,False
31572,False,False,False,False
31573,True,True,True,True
31574,False,False,False,False
31575,True,False,False,True
31576,True,False,False,True
31577,False,False,False,False
31578,False,False,False,False
31579,False,False,False,False
31580,True,True,True,True
31581,False,False,False,False
31582,False,False,False,False
31583,False,False,False,False
31584,False,False,False,False
31585,False,True,False,True
31586,False,False,False,False
31587,False,False,False,False
31588,False,False,False,False
31589,True,False,False,True
31590,False,False,False,False
31591,False,False,False,False
31592,False,False,False,True
31593,False,False,False,False
31594,False,False,False,False
31595,False,False,True,False
31596,False,False,False,True
31597,False,False,False,False
31598,False,False,False,False
31599,False,True,True,True
31600,False,False,False,False
31601,True,False,True,True
31602,False,False,False,False
31603,False,False,False,True
31604,False,False,False,False
31605,False,False,False,False
31606,False,True,True,True
31607,False,False,False,False
31608,True,False,False,True
31609,False,False,True,False
31610,False,False,False,False
31611,True,False,False,True
31612,False,True,True,True
31613,False,False,False,False
31614,False,True,True,True
31615,False,False,False,False
31616,False,False,True,False
31617,False,False,False,False
31618,False,False,False,True
31619,False,True,False,True
31620,False,False,False,False
31621,False,False,False,False
31622,False,False,False,False
31623,False,False,False,True
31624,False,False,False,False
31625,False,False,False,True
31626,False,False,False,False
31627,False,False,False,False
31628,False,False,False,False
31629,False,False,False,False
31630,False,True,True,True
31631,False,False,False,False
31632,False,False,False,False
31633,False,False,False,False
31634,False,False,False,False
31635,False,False,False,False
31636,False,False,False,False
31637,False,False,False,False
31638,False,False,False,False
31639,False,False,False,False
31640,False,False,False,False
31641,False,False,False,False
31642,False,False,False,False
31643,False,True,True,True
31644,False,False,False,False
31645,False,True,True,True
31646,False,False,False,False
31647,False,False,True,False
31648,False,False,False,True
31649,False,False,False,False
31650,False,False,False,False
31651,False,True,True,False
31652,False,False,False,False
31653,False,False,False,True
31654,False,False,True,False
31655,False,False,False,False
31656,False,True,False,False
31657,False,False,True,False
31658,False,False,False,False
31659,False,False,True,False
31660,False,False,False,True
31661,False,False,False,False
31662,False,True,True,True
31663,False,False,False,False
31664,False,False,False,False
31665,False,False,False,False
31666,False,False,False,True
31667,True,False,True,True
31668,False,True,True,True
31669,False,False,False,False
31670,False,False,False,False
31671,False,False,False,False
31672,False,True,True,False
31673,False,False,False,False
31674,False,False,False,False
31675,False,False,False,False
31676,False,False,False,False
31677,False,False,False,False
31678,True,True,True,True
31679,True,False,False,True
31680,False,False,False,False
31681,False,False,False,False
31682,False,True,True,True
31683,False,False,False,False
31684,False,False,False,False
31685,False,False,False,True
31686,False,True,True,True
31687,False,False,False,False
31688,False,False,False,False
31689,False,False,True,False
31690,False,False,False,False
31691,False,False,False,False
31692,False,False,False,False
31693,False,False,True,False
31694,False,False,False,False
31695,False,False,False,False
31696,False,False,False,False
31697,False,False,True,False
31698,False,False,False,False
31699,False,True,True,True
31700,False,False,False,False
31701,False,False,False,False
31702,True,False,False,True
31703,False,False,False,False
31704,False,False,False,False
31705,False,False,False,False
31706,False,True,True,True
31707,False,False,False,False
31708,True,True,True,True
31709,True,False,False,True
31710,False,False,False,False
31711,False,False,False,False
31712,False,False,True,True
31713,False,True,True,True
31714,False,False,False,True
31715,False,False,False,False
31716,False,False,False,False
31717,False,True,True,False
31718,False,True,True,True
31719,False,False,True,False
31720,False,True,True,False
31721,False,False,False,False
31722,True,False,False,True
31723,False,False,False,False
31724,False,False,False,False
31725,False,False,False,True
31726,True,False,False,True
31727,False,False,False,False
31728,False,False,True,False
31729,False,False,False,False
31730,False,False,False,False
31731,False,False,False,True
31732,False,False,False,False
31733,False,False,True,False
31734,False,False,False,True
31735,False,False,False,True
31736,False,False,False,True
31737,False,False,False,True
31738,False,False,False,False
31739,False,False,True,True
31740,False,False,False,False
31741,True,False,False,True
31742,True,False,True,False
31743,False,False,False,False
31744,False,False,False,False
31745,False,False,False,False
31746,False,False,False,False
31747,False,False,False,False
31748,True,False,False,True
31749,False,False,False,True
31750,False,False,False,True
31751,False,False,False,False
31752,False,False,False,False
31753,False,True,True,True
31754,False,False,True,False
31755,False,False,False,True
31756,False,False,False,False
31757,False,False,False,False
31758,False,False,False,False
31759,False,False,False,False
31760,False,False,False,False
31761,False,False,False,False
31762,False,True,True,True
31763,False,True,True,True
31764,False,True,True,True
31765,False,False,False,True
31766,False,True,False,True
31767,False,False,False,False
31768,False,True,True,True
31769,True,False,False,False
31770,False,True,True,False
31771,False,False,False,False
31772,False,True,True,False
31773,False,False,False,True
31774,True,True,True,True
31775,False,True,True,True
31776,False,True,False,True
31777,True,False,False,False
31778,False,False,False,True
31779,False,False,False,False
31780,False,False,True,False
31781,False,False,False,False
31782,False,False,False,False
31783,False,False,True,False
31784,True,True,True,True
31785,False,False,False,False
31786,False,False,False,False
31787,False,False,False,False
31788,False,False,False,True
31789,False,False,False,True
31790,True,True,True,True
31791,False,False,False,False
31792,False,False,False,True
31793,False,False,False,False
31794,False,False,True,False
31795,False,False,False,False
31796,True,False,False,True
31797,False,True,True,True
31798,False,True,True,True
31799,False,False,False,False
31800,False,True,True,True
31801,False,False,False,False
31802,False,False,False,False
31803,False,True,True,False
31804,False,False,False,True
31805,False,False,False,False
31806,False,False,False,False
31807,False,False,False,False
31808,False,False,False,False
31809,False,False,False,False
31810,True,False,False,True
31811,False,True,True,True
31812,False,False,False,False
31813,False,False,False,False
31814,False,False,False,False
31815,False,True,True,False
31816,False,False,False,False
31817,False,False,False,False
31818,True,True,True,True
31819,False,False,False,False
31820,True,False,False,True
31821,False,False,False,False
31822,False,False,False,False
31823,False,False,False,False
31824,False,True,True,True
31825,False,False,False,False
31826,False,False,False,False
31827,False,False,False,False
31828,False,False,False,False
31829,False,False,True,True
31830,True,False,False,True
31831,False,False,False,False
31832,False,False,True,True
31833,False,True,True,True
31834,False,False,False,False
31835,False,True,True,True
31836,False,True,True,False
31837,True,False,True,True
31838,False,False,False,True
31839,False,False,False,False
31840,False,False,False,False
31841,False,False,False,True
31842,False,False,False,False
31843,False,True,True,False
31844,False,True,True,True
31845,False,False,False,True
31846,False,False,False,False
31847,False,True,True,True
31848,False,False,False,False
31849,True,False,True,False
31850,False,False,False,False
31851,False,False,False,False
31852,True,True,True,True
31853,False,False,False,False
31854,False,False,False,True
31855,False,False,False,True
31856,False,False,False,False
31857,False,False,False,False
31858,False,False,False,False
31859,False,False,False,True
31860,False,False,False,False
31861,False,True,False,False
31862,False,False,False,False
31863,False,False,False,True
31864,False,False,False,False
31865,False,False,False,False
31866,False,False,True,False
31867,False,False,False,False
31868,False,False,False,True
31869,False,False,False,False
31870,False,False,False,False
31871,False,False,False,False
31872,False,True,False,True
31873,False,True,True,True
31874,False,False,False,False
31875,False,False,False,False
31876,False,True,True,True
31877,False,False,True,False
31878,False,False,False,False
31879,False,False,False,False
31880,False,False,False,False
31881,False,False,False,True
31882,False,True,True,True
31883,False,False,False,False
31884,False,True,True,True
31885,False,False,False,False
31886,True,False,True,True
31887,False,False,False,False
31888,False,False,False,False
31889,False,False,False,False
31890,False,False,False,False
31891,False,False,False,False
31892,False,False,False,True
31893,False,False,False,False
31894,False,False,False,False
31895,False,False,False,False
31896,False,False,False,False
31897,False,False,False,False
31898,False,True,True,True
31899,False,False,True,False
31900,False,False,False,False
31901,True,False,False,True
31902,False,False,False,False
31903,False,False,False,False
31904,False,False,False,False
31905,False,False,False,False
31906,False,False,False,True
31907,False,False,False,False
31908,False,True,True,True
31909,False,False,False,False
31910,False,True,True,True
31911,False,False,False,False
31912,False,False,False,False
31913,False,False,False,False
31914,False,True,True,True
31915,False,False,False,False
31916,False,False,False,False
31917,False,True,False,True
31918,True,True,True,True
31919,False,False,False,False
31920,False,True,False,True
31921,True,False,False,True
31922,False,False,False,False
31923,False,True,False,False
31924,False,True,True,True
31925,False,True,False,True
31926,False,False,False,False
31927,False,True,True,True
31928,False,False,False,False
31929,False,False,False,False
31930,False,False,False,True
31931,False,True,True,False
31932,False,False,False,False
31933,False,False,False,False
31934,False,False,False,False
31935,True,False,False,True
